title,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
Bones and All,https://www.nytimes.com/2022/11/17/movies/bones-and-all-review.html,luca guadagnino’s latest stars timothée chalamet and taylor russell as young cannibals on the run.,the new york times,"subject: movies;creative_works: bones and all (movie);persons: guadagnino, luca;persons: chalamet, timothee (1995- );persons: russell, taylor (1994- );",2022-11-17t12:00:06+0000,710,‘bones and all’ review: you eat what you are,none,none,"it’s eat, prey, love on a journey of self-discovery",none,none,none,by a.o. scott,none,false,/atmii0hn3iqe3iwmbmib3cc8ejz.jpg,none,18000000,"[{'id': 18, 'name': 'drama'}, {'id': 27, 'name': 'horror'}, {'id': 10749, 'name': 'romance'}]",https://www.bonesandallfilm.net/,791177,tt10168670,it,bones and all,"abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of america where she meets a disenfranchised drifter. but despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",29.554,/rgnks2jopvjrknboqdsf81ap6mn.jpg,"[{'id': 46344, 'logo_path': '/qpsdijnghiz6uniqwgijkdng79l.png', 'name': 'frenesy film', 'origin_country': 'it'}, {'id': 153090, 'logo_path': '/thnzm8ajpikaqvpzrmyuxvyrye0.png', 'name': 'per capita productions', 'origin_country': 'us'}, {'id': 64061, 'logo_path': none, 'name': 'memo films', 'origin_country': 'it'}, {'id': 128344, 'logo_path': '/znba6raz5tkwzuehxx6sxc9tdrr.png', 'name': 'the apartment pictures', 'origin_country': 'it'}, {'id': 118025, 'logo_path': '/47uyd8fqhj4ueenwibnnwgkir4j.png', 'name': '3 marys entertainment', 'origin_country': 'it'}, {'id': 162193, 'logo_path': '/y4clyodr0n6cbsz9bae0hhhtmau.png', 'name': 'tenderstories', 'origin_country': 'it'}, {'id': 181743, 'logo_path': none, 'name': 'elafilm', 'origin_country': 'it'}]","[{'iso_3166_1': 'it', 'name': 'italy'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-11-18,15100000,131,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,7.086,1133
My Policeman,https://www.nytimes.com/2022/10/20/movies/my-policeman-review.html,"a schoolteacher, her police officer husband and his lover deny each other romantic satisfaction in this dismal melodrama.",the new york times,"subject: movies;creative_works: my policeman (movie);persons: grandage, michael;",2022-10-20t16:52:51+0000,303,"‘my policeman’ review: two love affairs, equally tragic",none,none,my policeman,none,none,none,by teo bugbee,none,false,/s5mlcxbdfqviztlnlu5yqffyalr.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.amazon.com/dp/b09y8shdpd,744114,tt13139228,en,my policeman,"in the late 1990s, the arrival of elderly invalid patrick into marion and tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between tom and patrick at a time when homosexuality was illegal.",16.376,/wdbimjxd4cxpfcx4r4jfy8cgec0.jpg,"[{'id': 20580, 'logo_path': '/orr9exvokp9szdkvklze5hvjs7g.png', 'name': 'amazon studios', 'origin_country': 'us'}, {'id': 27711, 'logo_path': '/3e294jszfe6ce8toogmj0znd6pl.png', 'name': 'berlanti productions', 'origin_country': 'us'}, {'id': 10583, 'logo_path': none, 'name': 'independent', 'origin_country': 'gb'}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-10-20,0,113,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,let it take hold of you.,false,7.745,611
About Fate,https://www.nytimes.com/2022/09/08/movies/about-fate-review.html,"thomas mann’s beguiling performance drives this emma roberts vehicle, but the romantic comedy creaks under the weight of its coincidences.",the new york times,"subject: movies;creative_works: about fate (movie);persons: vaysberg, marius;persons: mann, thomas (1991- );persons: roberts, emma (1991- );",2022-09-09t01:00:03+0000,289,‘about fate’ review: love the one you’re with?,none,none,about fate,none,none,none,by lisa kennedy,none,false,/30covn7g7pp58wbkrnnh7ws9bjs.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}]",,828613,tt14456350,en,about fate,"two strangers believe in love but never seem to be able to find its true meaning. in a wild twist of events, fate puts each in the other's path on one stormy new year's eve.",45.087,/fabzkavhyj67kbzx7ofoitaux34.jpg,"[{'id': 11006, 'logo_path': none, 'name': 'aldamisa entertainment', 'origin_country': 'us'}, {'id': 188745, 'logo_path': '/iun7egdo1z8ukjigwhslyo7fff5.png', 'name': 'american international pictures', 'origin_country': 'us'}, {'id': 188746, 'logo_path': none, 'name': 'contentious media', 'origin_country': 'us'}, {'id': 17929, 'logo_path': none, 'name': 'vincent newman entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-09-08,0,100,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,love appears where you least expect it.,false,7.451,316
Waiting for Bojangles,https://www.nytimes.com/2022/09/01/movies/waiting-for-bojangles-review-endless-love.html,"set in paris in the 1960s, the film tells the story of two irrepressible lovers, and their young son, whose tale turns tragic.",the new york times,"subject: movies;persons: bourdeaut, olivier;creative_works: waiting for bojangles (movie);persons: roinsard, regis;",2022-09-01t11:00:06+0000,267,‘waiting for bojangles’ review: endless love,none,none,waiting for bojangles,none,none,none,by calum marsh,none,false,/lllshdsbq59lrj6pznwfr8qutko.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 35, 'name': 'comedy'}, {'id': 10749, 'name': 'romance'}]",,851303,tt11310608,fr,en attendant bojangles,"a boy and his eccentric parents leave their home in paris for a country house in spain. as the mother descends deeper into her own mind, it's up to the boy and his father to keep her safe and happy.",11.243,/x7ponu6ifktfkkoguxpkk81me4g.jpg,"[{'id': 77552, 'logo_path': '/3aedaei9tonegmvwm7w2tkxa1er.png', 'name': 'curiosa films', 'origin_country': 'fr'}, {'id': 26568, 'logo_path': none, 'name': 'jpg films', 'origin_country': 'fr'}, {'id': 83, 'logo_path': '/9oq0rm55xtlgx7kcakmuepjsrqc.png', 'name': 'france 2 cinéma', 'origin_country': 'fr'}, {'id': 15433, 'logo_path': '/9nnadabuhwbikxav1t1bc2z60gc.png', 'name': 'orange studio', 'origin_country': 'fr'}, {'id': 694, 'logo_path': '/5lehongkzbiowvp1yghof8iyi1m.png', 'name': 'studiocanal', 'origin_country': 'fr'}, {'id': 19037, 'logo_path': '/tceh2aaora5jxizslq1gkztbzdl.png', 'name': 'umedia', 'origin_country': 'be'}]","[{'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-10-13,0,124,"[{'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,7.389,292
I Love My Dad,https://www.nytimes.com/2022/08/04/movies/i-love-my-dad-review.html,this comedy is a daddy-issues movie with a queasy premise truly made for these times.,the new york times,"subject: movies;persons: oswalt, patton;creative_works: i love my dad (movie);persons: morosini, james;",2022-08-04t11:00:05+0000,418,‘i love my dad’ review: a father catfishes his son,none,none,a father catfishes his son. we just wait for the ick.,none,none,none,by glenn kenny,none,false,/3x4t5zzbd05dg5xtehc3mi0qimx.jpg,none,0,"[{'id': 35, 'name': 'comedy'}]",http://www.magpictures.com/ilovemydad/,876825,tt14935966,en,i love my dad,a hopelessly estranged father catfishes his son in an attempt to reconnect.,11.654,/ftp28of0slrryng0qx3ekzcpfgw.jpg,"[{'id': 141828, 'logo_path': '/x5yuwcjknvgnnxxx3jcmdxpb1ya.png', 'name': 'atlas industries', 'origin_country': 'us'}, {'id': 112397, 'logo_path': '/rfyhrn607suilq7wyh8lqoemqz3.png', 'name': 'american high', 'origin_country': 'us'}, {'id': 18346, 'logo_path': '/wzt3jbshk7m7chqubollpyv9l0p.png', 'name': 'burn later productions', 'origin_country': 'us'}, {'id': 180894, 'logo_path': '/zqhacjyf9huanpab3qav7b3iw3x.png', 'name': 'hantz motion pictures', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-08-05,0,90,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,they've never been closer.,false,5.8,42
A Love Song,https://www.nytimes.com/2022/07/28/movies/a-love-song-review.html,two former childhood friends rekindle their connection in this sweetly hopeful story of romantic longing.,the new york times,"subject: movies;creative_works: a love song (movie);persons: walker-silverman, max;persons: dickey, dale (actor);persons: studi, wes;",2022-07-28t11:00:06+0000,395,‘a love song’ review: when moving forward means looking back,critic’s pick,none,the romantic ache that never truly dies,none,none,none,by jeannette catsoulis,none,false,/5clcdmzjgypwf46n7rtgwpsiqcz.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",,913851,tt12691830,en,a love song,"two childhood sweethearts, now both widowed, share a night by a lake in the mountains.",6.749,/uu3fvdiv9bw7i2owlur44iblh0d.jpg,"[{'id': 140543, 'logo_path': none, 'name': 'cow hip films', 'origin_country': ''}, {'id': 169960, 'logo_path': '/mpfwxhow3wb6ruuaz0388huuw3j.png', 'name': 'fit via vi', 'origin_country': 'us'}, {'id': 173946, 'logo_path': '/as69t46goyxtuzcq3fdz5xavze2.png', 'name': 'macpac entertainment', 'origin_country': 'us'}, {'id': 173947, 'logo_path': none, 'name': 'dead end pictures', 'origin_country': ''}, {'id': 178768, 'logo_path': none, 'name': 'fierce optimism films', 'origin_country': ''}, {'id': 207105, 'logo_path': none, 'name': 'present company', 'origin_country': 'us'}, {'id': 195634, 'logo_path': none, 'name': 'fit via vi film productions', 'origin_country': ''}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-07-29,278562,81,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}]",released,,false,7.0,31
Alone Together,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"katie holmes writes, directs and stars in this minor-key rom-com set in 2020.",the new york times,"subject: movies;persons: holmes, katie;creative_works: alone together (movie);",2022-07-21t15:37:18+0000,254,‘alone together’ review: finding love in a pandemic retreat,none,none,alone together,none,none,none,by teo bugbee,none,false,/q5ulbqwim5cs5i4l2zlsuaipaq8.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",,826113,tt14584284,en,alone together,"strangers june and charlie wind up double-booked in the same upstate new york airbnb during the start of covid-19. exasperating the situation, the lockdown forces them both to stay and confront the unexpected feelings that develop between them.",8.05,/ppesxhspl5uyijacrwnnzbotjv.jpg,"[{'id': 75355, 'logo_path': '/avj80rsunqwdbos6olp4plre5uq.png', 'name': 'yale productions', 'origin_country': 'us'}, {'id': 65649, 'logo_path': '/txtuztecyyb1hiyaawdyhze0f7c.png', 'name': 'sss entertainment', 'origin_country': 'us'}, {'id': 153802, 'logo_path': none, 'name': 'the forest road company', 'origin_country': 'us'}, {'id': 96310, 'logo_path': '/tbxsnuzaradiabpij3qmdpg5bcz.png', 'name': 'lb entertainment', 'origin_country': 'us'}, {'id': 88606, 'logo_path': '/3w49qorwptuujwxsjcr3ier1xsu.png', 'name': 'vertical entertainment', 'origin_country': 'us'}, {'id': 202995, 'logo_path': none, 'name': 'the syndicate', 'origin_country': ''}, {'id': 194194, 'logo_path': '/jlta40vwltaqvuwnphaxavbh68f.png', 'name': 'lafayette pictures', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-07-22,0,101,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,a new york lockdown lovestory.,false,5.0,33
Thor: Love and Thunder,https://www.nytimes.com/2022/07/07/movies/thor-love-and-thunder-review.html,"the director taika waititi injects antic silliness, once again, into this marvel franchise starring chris hemsworth, who swings a mighty hammer and flexes mightier muscles.",the new york times,"subject: movies;organizations: marvel studios;persons: bale, christian;persons: crowe, russell;persons: hemsworth, chris;persons: waititi, taika;persons: thompson, tessa;persons: portman, natalie;",2022-07-07t18:26:10+0000,942,‘thor: love and thunder’ review: a god’s comic twilight,none,none,"he’s still a norse god, but also a big old goof",none,none,none,by manohla dargis,none,false,/jsoz1hlxczsutx0mdl2h0lxy36l.jpg,"{'id': 131296, 'name': 'thor collection', 'poster_path': '/yw7gr7dhhhvtllo8se8uh17tdma.jpg', 'backdrop_path': '/3kl8unkfwgikxzlhjwy0uwgjzyl.jpg'}",250000000,"[{'id': 14, 'name': 'fantasy'}, {'id': 28, 'name': 'action'}, {'id': 35, 'name': 'comedy'}]",https://www.marvel.com/movies/thor-love-and-thunder,616037,tt10648342,en,thor: love and thunder,"after his retirement is interrupted by gorr the god butcher, a galactic killer who seeks the extinction of the gods, thor odinson enlists the help of king valkyrie, korg, and ex-girlfriend jane foster, who now wields mjolnir as the mighty thor. together they embark upon a harrowing cosmic adventure to uncover the mystery of the god butcher’s vengeance and stop him before it’s too late.",104.99,/pikryd18kl4fhocnquwxwu5cblm.jpg,"[{'id': 420, 'logo_path': '/huzeosd33nze5mcnszxcgektxaq.png', 'name': 'marvel studios', 'origin_country': 'us'}, {'id': 176762, 'logo_path': none, 'name': 'kevin feige productions', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-07-06,760900000,119,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,the one is not the only.,false,6.484,6878
Both Sides of the Blade,https://www.nytimes.com/2022/07/07/movies/both-sides-of-the-blade-review.html,"in the latest film from claire denis, juliette binoche plays a parisian radio journalist in a romantic quandary.",the new york times,"subject: movies;persons: denis, claire;persons: binoche, juliette;persons: lindon, vincent;creative_works: both sides of the blade (movie);",2022-07-07t11:00:07+0000,649,‘both sides of the blade’ review: who do you love?,none,none,a bliss doomed to be doused,none,none,none,by a.o. scott,none,false,/4g5kah8gfujis93gtzflmedn99r.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://www.bothsidesoftheblade.com/,768757,tt13535920,fr,avec amour et acharnement,"jean and sara have been living together for 10 years. when they first met, sara was living with françois, jean’s best friend and an admirer from back when he played rugby. jean and sara love each other. one day, sara sees françois in the street. he does not notice her, but she is overtaken by the sensation that her life could suddenly change. françois gets back in touch with jean. for the first time in years. he suggests they start working together again. from here on, things spiral out of control.",10.2,/w0jucrs42aypngb1rwjdm0blazz.jpg,"[{'id': 77552, 'logo_path': '/3aedaei9tonegmvwm7w2tkxa1er.png', 'name': 'curiosa films', 'origin_country': 'fr'}]","[{'iso_3166_1': 'fr', 'name': 'france'}]",2022-07-08,1747438,117,"[{'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}]",released,,false,5.585,71
Fire of Love,https://www.nytimes.com/2022/07/06/movies/fire-of-love-review.html,sara dosa’s new documentary chronicles the lives and deaths of the french scientists katia and maurice krafft.,the new york times,"subject: documentary films and programs;subject: volcanoes;creative_works: fire of love (movie);subject: content type: personal profile;subject: deaths (fatalities);persons: dosa, sara;persons: krafft, maurice (1946-91);persons: krafft, katia (1942-91);",2022-07-06t11:00:06+0000,609,‘fire of love’ review: a volcanic romance,critic’s pick,none,a volcanic romance across continents,none,none,none,by a.o. scott,none,false,/3orwn7wimt4vtw65mnyddqhthwq.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",https://films.nationalgeographic.com/fire-of-love,913823,tt16227014,en,fire of love,"a doomed love triangle between intrepid french scientists katia and maurice krafft, and their beloved volcanoes.",10.522,/9smex8up84yb2gislwyayqkvcws.jpg,"[{'id': 143062, 'logo_path': none, 'name': 'sandbox films', 'origin_country': 'us'}, {'id': 168685, 'logo_path': '/11afwhv7fedz63ywwee6kcuhigy.png', 'name': 'cottage m', 'origin_country': 'us'}, {'id': 75749, 'logo_path': '/j5fhgdd4ssqmj0kqak1rdvsvrte.png', 'name': 'intuitive pictures', 'origin_country': 'ca'}, {'id': 189457, 'logo_path': '/a0ruflmfes2ptolz1tphqzdh7fc.png', 'name': 'national geographic documentary films', 'origin_country': 'us'}]","[{'iso_3166_1': 'ca', 'name': 'canada'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-07-06,0,93,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}, {'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}, {'english_name': 'portuguese', 'iso_639_1': 'pt', 'name': 'português'}]",released,the greatest lava-fueled love story ever told.,false,7.5,176
Stay Prayed Up,https://www.nytimes.com/2022/06/16/movies/stay-prayed-up-review.html,"a new documentary about the gospel ensemble the branchettes and its guiding light, lena mae perry, is a plain-spoken tribute.",the new york times,"subject: documentary films and programs;subject: gospel music;creative_works: stay prayed up (movie);subject: content type: personal profile;persons: perry, lena mae;organizations: branchettes (music group);persons: anderson, dl (filmmaker);persons: durning, matthew;",2022-06-16t11:00:08+0000,330,‘stay prayed up’ review: spreading the gospel of love,none,none,stay prayed up,none,none,none,by glenn kenny,none,false,/oej6r9xj1vdaefqanshx2nsngu.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",,869628,tt15331166,en,stay prayed up,"lena mae “mother” perry, the backbone of her community, cooks for crowds, tends to the needy, and boy, can she sing! after 50 years leading the dynamic, down-home gospel group the branchettes, the octogenarian powerhouse, armed with her unwavering faith, shows no signs of slowing down. taking us inside her loving community while following the recording of the group’s first album, this film is bursting with warmth, joy, and soul-stirring gospel music.",0.6,/4xwxvd9zoayllohezavkc2slulp.jpg,[],"[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-09-01,0,73,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,the mighty spirit of one woman and her church gospel noisy crew,false,0.0,0
Benediction,https://www.nytimes.com/2022/06/02/movies/benediction-review.html,"terence davies’s latest film is a biography of siegfried sassoon, whose writing about world war i changed british literature.",the new york times,"subject: movies;persons: davies, terence;creative_works: benediction (movie);persons: lowden, jack (1990- );subject: poetry and poets;persons: sassoon, siegfried;",2022-06-02t11:00:06+0000,883,"‘benediction’ review: a poet’s life, in love and war",none,none,"a poet’s life, in love and war",none,none,none,by a.o. scott,none,false,/krasvgra3myk36fceau3lpawhsz.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 36, 'name': 'history'}, {'id': 10752, 'name': 'war'}]",,399178,tt6852178,en,benediction,"poet siegfried sassoon survived the horrors of fighting in the first world war and was decorated for his bravery, but became a vocal critic of the government's continuation of the war when he returned from service. adored by members of the aristocracy as well as stars of london's literary and stage world, he embarked on affairs with several men as he attempted to come to terms with his homosexuality.",7.927,/zywvvtvvvdnuycl2encyyni4oio.jpg,"[{'id': 61922, 'logo_path': '/agpysvtffh8d8ujekpzd3gt9m7k.png', 'name': 'bankside films', 'origin_country': 'gb'}, {'id': 288, 'logo_path': '/aw0ipm9d4zjj978eqgdvsxxxhtj.png', 'name': 'bbc film', 'origin_country': 'gb'}, {'id': 64479, 'logo_path': '/6do505zumyzyea4mx8weghydmnl.png', 'name': 'creative england', 'origin_country': 'gb'}, {'id': 74063, 'logo_path': '/xnscqcewuhofmwgbmzzpqhxjoht.png', 'name': 'emu films', 'origin_country': 'gb'}, {'id': 88565, 'logo_path': '/amsa26x5bhwfy1fpwx9edve7kak.png', 'name': 'm.y.r.a. entertainment', 'origin_country': 'us'}, {'id': 7281, 'logo_path': '/lkqiuaktm2sg3umwtbscmqyzlx5.png', 'name': 'bfi', 'origin_country': 'gb'}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2021-12-23,847418,137,"[{'english_name': 'german', 'iso_639_1': 'de', 'name': 'deutsch'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}]",released,love is never still.,false,6.465,43
Dinner in America,https://www.nytimes.com/2022/05/26/movies/dinner-in-america-review.html,a rage-fueled rock singer on the run from the police meets and falls in love with a gullible young woman eager to escape her circumstances.,the new york times,"subject: movies;persons: rehmeier, adam;creative_works: dinner in america (book);",2022-05-26t11:00:04+0000,254,‘dinner in america’ review: a punk-rock love story,none,none,dinner in america,none,none,none,by concepción de león,none,false,/gpwhykii8jn1gyjlch3smdk6oj0.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 18, 'name': 'drama'}, {'id': 10402, 'name': 'music'}, {'id': 10749, 'name': 'romance'}]",,653664,tt9058654,en,dinner in america,an on-the-lam punk rocker and a young woman obsessed with his band go on an unexpected and epic journey together through the decaying suburbs of the american midwest.,14.75,/7hwgqev6wabi2v9xvc3odn2zr3l.jpg,"[{'id': 2932, 'logo_path': '/4ulkljgivvg2ynaihan8k7zuvfj.png', 'name': 'red hour', 'origin_country': 'us'}, {'id': 59822, 'logo_path': '/qxdrhefrhil4duumpkkmzgjwssk.png', 'name': 'psh collective', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2020-01-24,0,106,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,a punk love story,false,6.9,82
In a New York Minute,https://www.nytimes.com/2022/05/03/movies/in-a-new-york-minute-review.html,this drama from ximan li teases time in telling the stories of three chinese women living in a city that tempts promise but delivers frustration.,the new york times,subject: movies;creative_works: in a new york minute (movie);persons: ximan li;,2022-05-03t21:05:25+0000,299,‘in a new york minute’ review: love or freedom?,none,none,in a new york minute,none,none,none,by lisa kennedy,none,false,none,none,0,"[{'id': 18, 'name': 'drama'}]",,571285,tt10107868,en,in a new york minute,"in a new york minute follows three asian women, each at a different stage in their life as they deal with their own personal struggles. amy is haunted by a past breakup that has manifested into an eating disorder. angel is caught between a loveless marriage with an older american businessman and a passionate affair with chinese filmmaker. nina moonlights as an escort as a way of supporting herself financially. as the story unfolds, the film reveals each character’s wants and desires is reflected in the other.",1.4,/p4vzqin8g3puuybcsr6iviiqfzn.jpg,[],[],2019-04-28,0,102,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,5.5,1
Anaïs in Love,https://www.nytimes.com/2022/04/28/movies/anais-in-love-review.html,"a restless woman discovers herself in a seductive french romance that throws out the usual dusty script about women, desire and pleasure.",the new york times,"subject: movies;persons: bourgeois-tacquet, charline;creative_works: anais in love (movie);",2022-04-28t16:18:57+0000,842,‘anaïs in love’ review: portrait of a woman on the run,critic’s pick,none,portrait of a restless heart,none,none,none,by manohla dargis,none,false,/1y68w3yos6glekkkuvqb5ehnb8z.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}]",,781453,tt13142240,fr,les amours d’anaïs,a young woman struggling to stay on top of everything in her life meets a married publisher and begins an affair with him.,10.521,/kpnyezx7fyslainp471jql6tsj9.jpg,"[{'id': 12389, 'logo_path': '/6yilbevohtpctb4lwaueaq091it.png', 'name': 'les films pelléas', 'origin_country': 'fr'}, {'id': 15219, 'logo_path': none, 'name': 'année zéro', 'origin_country': 'fr'}, {'id': 94, 'logo_path': '/huc7hqorvuthgirenrbchmqvua0.png', 'name': 'arte france cinéma', 'origin_country': 'fr'}]","[{'iso_3166_1': 'fr', 'name': 'france'}]",2021-09-15,41356,98,"[{'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,lose yourself in love.,false,6.199,133
I Love America,https://www.nytimes.com/2022/04/28/movies/i-love-america-review.html,the determinedly uplifting comedy follows a 50-year-old french filmmaker as she dates in los angeles.,the new york times,"subject: movies;persons: marceau, sophie;creative_works: i love america (movie);persons: azuelos, lisa;",2022-04-28t11:00:07+0000,291,‘i love america’ review: the gauche rituals of modern romance,none,none,i love america,none,none,none,by nicolas rapold,none,false,/lh0cfkckubvqzuujgwmu0lygpw5.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 10749, 'name': 'romance'}]",,846238,tt14867318,fr,i love america,"a single woman who decides to take a chance on love again by catapulting her life from paris to los angeles. from awkward dates to touching surprise encounters, she understands the journey to love is a journey towards herself.",5.121,/kwfkfd8ibjq8sewqqp8deboiihg.jpg,"[{'id': 20580, 'logo_path': '/orr9exvokp9szdkvklze5hvjs7g.png', 'name': 'amazon studios', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-03-11,0,102,"[{'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,5.097,72
See You Then,https://www.nytimes.com/2022/04/18/movies/see-you-then-review.html,"former lovers reconnect, litigating the past and present, in this drama from mari walker.",the new york times,"subject: movies;creative_works: see you then (movie);persons: walker, mari;",2022-04-18t11:00:03+0000,300,‘see you then’ review: the more things stay the same,none,none,the persistent melancholy of love,none,none,none,by kyle turner,none,false,/j64um7jjjitbtrhvno4yfqabd1y.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",https://vanishingangle.com/see-you-then,794903,tt12791888,en,see you then,"a decade after abruptly breaking up with naomi, kris invites her to a dinner to catch-up on their complicated lives, relationships, and kris' transition.",1.4,/glnuf9odseol4to3ivtfpwrsgfj.jpg,"[{'id': 46453, 'logo_path': '/pfts6dwlyoqnkrhektmx3uiwogs.png', 'name': 'vanishing angle', 'origin_country': 'us'}, {'id': 149521, 'logo_path': none, 'name': 'differant productions', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-04-01,0,74,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,"in 15 years, a lot can change.",false,1.8,3
La Mami,https://www.nytimes.com/2022/04/07/movies/la-mami-review-tough-love.html,this documentary about the den mother of dancers at a mexico city cabaret is vérité at its best.,the new york times,"subject: documentary films and programs;subject: women and girls;subject: dancing;subject: bars and nightclubs;subject: labor and jobs;subject: content type: personal profile;glocations: mexico city (mexico);glocations: mexico;creative_works: la mami (movie);persons: garvin, laura herrero;",2022-04-07t11:00:04+0000,278,‘la mami’ review: tough love,critic’s pick,none,la mami,none,none,none,by beandrea july,none,false,/2lc1wpq4v7fb06woi8fmdtdbrzk.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",http://gadeafilms.com/la-mami,640235,tt11388966,es,la mami,"one of the rooms inside the legendary barba azul cabaret has become a shelter for the girls working there: the women's bathroom. every night la mami, who's in charge of the bathrooms, offers them the warmth and the advice they need to take on the challenge they face in the dance hall.",0.6,/3fa3om6v2cae3sjuzhvd0e7dmun.jpg,"[{'id': 128367, 'logo_path': none, 'name': 'gadea films', 'origin_country': 'es'}, {'id': 70131, 'logo_path': '/sjk7jcba2scvkkwz3ms5busho5d.png', 'name': 'cacerola films', 'origin_country': 'mx'}]","[{'iso_3166_1': 'mx', 'name': 'mexico'}, {'iso_3166_1': 'es', 'name': 'spain'}]",2020-01-27,0,82,"[{'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}]",released,,false,6.2,4
